-43.376463 172.663768 257.00 NZ.KPOC
-38.801994 175.792935 429.42 NZ.KPRZ
-36.745229 175.720873 673.00 NZ.KUZ
-44.385553 170.184420 1000.00 NZ.LBZ
-41.196646 174.892316 626.00 NZ.LHBS
-41.211686 174.903336 222.00 NZ.LHES
-41.204736 174.893186 622.00 NZ.LHRS
-43.623179 172.468004 292.00 NZ.LINC
-41.232310 174.919290 400.00 NZ.LIRS
-42.011570 173.482440 412.00 NZ.LOKS
-43.606292 172.709833 362.00 NZ.LPDS
-43.729390 171.793634 500.00 NZ.LRSC
-41.229430 174.904246 256.00 NZ.LRSS
-42.869520 172.543288 455.00 NZ.LSRC
-42.781667 172.271035 1000.00 NZ.LTZ
-36.885311 174.725981 584.00 NZ.MAGS
-41.428950 172.703700 622.00 NZ.MATS
-41.210858 175.461483 390.00 NZ.MAVS
-39.267913 175.561653 675.00 NZ.MAVZ
-41.799934 172.328031 501.00 NZ.MCAS
-44.230446 169.232938 271.00 NZ.MECS
-43.558490 172.711490 583.00 NZ.MENS
-41.507681 173.944393 402.00 NZ.MGCS
-41.314888 174.818435 274.00 NZ.MISS
-41.288582 174.774443 268.61 NZ.MJCB
-37.104130 175.161170 800.00 NZ.MKAZ
-41.225100 174.697900 750.00 NZ.MKBS
-41.265421 174.705524 480.00 NZ.MKVS
-45.366544 168.118407 1500.00 NZ.MLZ
-37.816978 175.770081 263.00 NZ.MMCS
-39.807780 175.790830 298.00 NZ.MNGS
-35.419509 173.708486 348.46 NZ.MNTZ
-43.637364 172.973808 679.00 NZ.MNZS
-42.088023 173.257401 600.00 NZ.MOLS
-43.539500 172.621400 178.00 NZ.MORS
-45.667802 168.237836 265.00 NZ.MOSS
-41.124690 173.009503 245.00 NZ.MOTS
-43.499810 172.641800 180.00 NZ.MPSS
-43.706082 172.653766 750.00 NZ.MQZ
-40.660545 175.578527 800.00 NZ.MRZ
-43.704588 171.402269 500.00 NZ.MSMC
-44.673334 167.926399 1500.00 NZ.MSZ
-43.563194 171.666362 399.00 NZ.MTHS
-38.852300 176.841100 625.00 NZ.MTHZ
-43.584650 172.725828 763.00 NZ.MTPS
-39.406938 175.752648 679.00 NZ.MWDS
-37.859141 176.668880 622.00 NZ.MWFS
-38.334001 177.527779 800.00 NZ.MWZ
-37.562259 178.306631 1000.00 NZ.MXZ
-39.468735 176.872021 243.00 NZ.NAAS
-43.507003 172.731428 189.00 NZ.NBLC
-41.202178 174.953664 190.00 NZ.NBSS
-41.270874 173.283675 335.00 NZ.NCBS
-39.500148 176.875885 176.00 NZ.NCDS
-39.506634 176.896758 230.00 NZ.NCHS
-41.287804 173.274245 550.00 NZ.NELS
-41.232040 174.821780 1000.00 NZ.NEWS
-39.485873 176.914928 440.00 NZ.NGHS
-41.266524 173.276835 350.00 NZ.NLMS
-41.276130 173.287896 228.01 NZ.NMIB
-43.495426 172.717998 204.00 NZ.NNBS
-41.217103 173.379477 1000.00 NZ.NNZ
-39.062428 174.073384 495.00 NZ.NPCS
-43.997860 168.660873 215.00 NZ.NSBS
-39.489643 176.915928 600.00 NZ.NSPS
-39.098482 175.675973 1000.00 NZ.NTVZ
-41.589066 175.233959 600.00 NZ.NWFS
-38.845836 176.047509 455.78 NZ.OAHZ
-45.099745 170.969136 215.00 NZ.OAMS
-45.043982 170.644622 697.00 NZ.ODZ
-43.444600 172.660500 195.00 NZ.OHSS
-38.014135 177.289217 215.00 NZ.OPCS
-37.844300 176.554929 625.00 NZ.OPRZ
-39.450020 173.855020 287.00 NZ.OPSS
-43.556190 172.664290 179.00 NZ.OPWS
-45.884356 170.597767 1500.00 NZ.OPZ
-39.417438 175.412599 317.00 NZ.ORCS
-46.286797 167.765120 1000.00 NZ.ORPS
-40.754876 175.143841 219.00 NZ.OTKS
-35.590240 173.825130 313.95 NZ.OTNZ
-39.163114 175.665074 679.00 NZ.OTVZ
-35.219689 173.596133 1000.00 NZ.OUZ
-43.325900 172.038300 1000.00 NZ.OXZ
-35.534660 174.130228 383.66 NZ.PAKZ
-40.914320 175.004959 260.00 NZ.PAPS
-43.567898 172.750717 750.00 NZ.PARS
-43.923868 171.233957 425.00 NZ.PEEC
-41.138494 174.846096 532.00 NZ.PFAS
-40.302200 176.611751 215.00 NZ.PGFS
-41.224506 174.879436 200.00 NZ.PGMS
-41.252090 174.904297 613.00 NZ.PHHS
-41.267487 174.786068 210.00 NZ.PIPS
-35.775727 174.213053 373.72 NZ.PKAZ
-37.866400 178.080500 604.00 NZ.PKGZ
-40.348949 175.607578 294.00 NZ.PNBS
-40.362850 175.593031 264.00 NZ.PNMS
-40.330270 175.633700 294.00 NZ.PNRS
-41.124950 174.831510 302.00 NZ.POKS
-41.131394 174.839096 275.00 NZ.POLS
-41.272217 174.774644 453.00 NZ.POTS
-43.492846 172.606916 180.00 NZ.PPHS
-43.525813 172.682771 196.00 NZ.PRPC
-35.708875 174.497174 348.46 NZ.PTAZ
-36.975641 174.871872 428.00 NZ.PTHS
-41.222973 174.860302 450.00 NZ.PTOS
-38.071548 178.257209 654.00 NZ.PUZ
-41.224746 174.873917 190.00 NZ.PVCS
